# time(ps) Nwater Force (pN) Pressure Dif (atm) 
1 150 10423.949999999999 22460.918218850726
2 162 11257.866 24257.791676358785
3 171 11883.303 25605.446769489827
4 173 12022.288999999999 25904.925679074502
5 179 12439.247 26803.362407828532
6 177 12300.260999999999 26503.883498243853
7 180 12508.74 26953.10186262087
8 177 12300.260999999999 26503.883498243853
9 184 12786.712 27552.059681790226
10 178 12369.753999999999 26653.622953036196
11 187 12995.190999999999 28001.278046167237
12 183 12717.219 27402.320226997883
13 182 12647.725999999999 27252.580772205547
14 187 12995.190999999999 28001.278046167237
15 179 12439.247 26803.362407828532
16 185 12856.205 27701.799136582562
17 185 12856.205 27701.799136582562
18 187 12995.190999999999 28001.278046167237
19 187 12995.190999999999 28001.278046167237
20 188 13064.684 28151.017500959577
21 179 12439.247 26803.362407828532
22 186 12925.697999999999 27851.538591374898
23 186 12925.697999999999 27851.538591374898
24 193 13412.149 28899.714774921267
25 190 13203.669999999998 28450.496410544252
26 189 13134.177 28300.756955751913
27 185 12856.205 27701.799136582562
28 189 13134.177 28300.756955751913
29 181 12578.232999999998 27102.841317413207
30 183 12717.219 27402.320226997883
31 185 12856.205 27701.799136582562
32 182 12647.725999999999 27252.580772205547
33 181 12578.232999999998 27102.841317413207
34 181 12578.232999999998 27102.841317413207
35 185 12856.205 27701.799136582562
36 181 12578.232999999998 27102.841317413207
37 182 12647.725999999999 27252.580772205547
38 189 13134.177 28300.756955751913
39 191 13273.162999999999 28600.235865336588
40 186 12925.697999999999 27851.538591374898
41 188 13064.684 28151.017500959577
42 187 12995.190999999999 28001.278046167237
43 182 12647.725999999999 27252.580772205547
44 188 13064.684 28151.017500959577
45 184 12786.712 27552.059681790226
46 183 12717.219 27402.320226997883
47 190 13203.669999999998 28450.496410544252
48 188 13064.684 28151.017500959577
49 188 13064.684 28151.017500959577
50 183 12717.219 27402.320226997883
51 187 12995.190999999999 28001.278046167237
52 187 12995.190999999999 28001.278046167237
53 186 12925.697999999999 27851.538591374898
54 184 12786.712 27552.059681790226
55 194 13481.642 29049.454229713607
56 189 13134.177 28300.756955751913
57 184 12786.712 27552.059681790226
58 189 13134.177 28300.756955751913
59 185 12856.205 27701.799136582562
60 188 13064.684 28151.017500959577
61 186 12925.697999999999 27851.538591374898
62 190 13203.669999999998 28450.496410544252
63 187 12995.190999999999 28001.278046167237
64 184 12786.712 27552.059681790226
65 188 13064.684 28151.017500959577
66 184 12786.712 27552.059681790226
67 185 12856.205 27701.799136582562
