# time(ps) Nwater Force (pN) Pressure Dif (atm) 
68 183 12717.219 27402.320226997883
69 191 13273.162999999999 28600.235865336588
70 189 13134.177 28300.756955751913
71 187 12995.190999999999 28001.278046167237
72 189 13134.177 28300.756955751913
73 192 13342.655999999999 28749.975320128928
74 187 12995.190999999999 28001.278046167237
75 193 13412.149 28899.714774921267
76 182 12647.725999999999 27252.580772205547
77 190 13203.669999999998 28450.496410544252
78 183 12717.219 27402.320226997883
79 187 12995.190999999999 28001.278046167237
80 187 12995.190999999999 28001.278046167237
81 182 12647.725999999999 27252.580772205547
82 186 12925.697999999999 27851.538591374898
83 187 12995.190999999999 28001.278046167237
84 182 12647.725999999999 27252.580772205547
85 189 13134.177 28300.756955751913
86 182 12647.725999999999 27252.580772205547
87 185 12856.205 27701.799136582562
88 189 13134.177 28300.756955751913
89 185 12856.205 27701.799136582562
90 183 12717.219 27402.320226997883
91 180 12508.74 26953.10186262087
92 182 12647.725999999999 27252.580772205547
93 188 13064.684 28151.017500959577
94 183 12717.219 27402.320226997883
95 188 13064.684 28151.017500959577
96 188 13064.684 28151.017500959577
97 190 13203.669999999998 28450.496410544252
98 186 12925.697999999999 27851.538591374898
99 185 12856.205 27701.799136582562
100 187 12995.190999999999 28001.278046167237
101 189 13134.177 28300.756955751913
102 191 13273.162999999999 28600.235865336588
103 190 13203.669999999998 28450.496410544252
104 187 12995.190999999999 28001.278046167237
105 189 13134.177 28300.756955751913
106 191 13273.162999999999 28600.235865336588
107 184 12786.712 27552.059681790226
108 185 12856.205 27701.799136582562
109 194 13481.642 29049.454229713607
110 186 12925.697999999999 27851.538591374898
111 185 12856.205 27701.799136582562
112 188 13064.684 28151.017500959577
113 189 13134.177 28300.756955751913
114 191 13273.162999999999 28600.235865336588
115 190 13203.669999999998 28450.496410544252
116 193 13412.149 28899.714774921267
117 185 12856.205 27701.799136582562
118 187 12995.190999999999 28001.278046167237
119 189 13134.177 28300.756955751913
120 183 12717.219 27402.320226997883
121 190 13203.669999999998 28450.496410544252
122 188 13064.684 28151.017500959577
123 186 12925.697999999999 27851.538591374898
124 188 13064.684 28151.017500959577
125 193 13412.149 28899.714774921267
126 185 12856.205 27701.799136582562
127 189 13134.177 28300.756955751913
128 185 12856.205 27701.799136582562
129 190 13203.669999999998 28450.496410544252
130 190 13203.669999999998 28450.496410544252
131 190 13203.669999999998 28450.496410544252
132 194 13481.642 29049.454229713607
133 195 13551.134999999998 29199.19368450594
134 194 13481.642 29049.454229713607
135 188 13064.684 28151.017500959577
136 191 13273.162999999999 28600.235865336588
137 197 13690.121 29498.672594090618
138 189 13134.177 28300.756955751913
139 191 13273.162999999999 28600.235865336588
140 190 13203.669999999998 28450.496410544252
141 191 13273.162999999999 28600.235865336588
142 191 13273.162999999999 28600.235865336588
143 191 13273.162999999999 28600.235865336588
144 193 13412.149 28899.714774921267
145 191 13273.162999999999 28600.235865336588
146 193 13412.149 28899.714774921267
147 191 13273.162999999999 28600.235865336588
148 192 13342.655999999999 28749.975320128928
149 188 13064.684 28151.017500959577
150 189 13134.177 28300.756955751913
151 196 13620.627999999999 29348.933139298282
152 196 13620.627999999999 29348.933139298282
153 191 13273.162999999999 28600.235865336588
154 193 13412.149 28899.714774921267
155 190 13203.669999999998 28450.496410544252
156 186 12925.697999999999 27851.538591374898
157 188 13064.684 28151.017500959577
158 192 13342.655999999999 28749.975320128928
159 188 13064.684 28151.017500959577
160 190 13203.669999999998 28450.496410544252
161 192 13342.655999999999 28749.975320128928
162 188 13064.684 28151.017500959577
163 188 13064.684 28151.017500959577
164 188 13064.684 28151.017500959577
165 182 12647.725999999999 27252.580772205547
166 191 13273.162999999999 28600.235865336588
167 187 12995.190999999999 28001.278046167237
168 191 13273.162999999999 28600.235865336588
169 191 13273.162999999999 28600.235865336588
170 189 13134.177 28300.756955751913
171 186 12925.697999999999 27851.538591374898
172 188 13064.684 28151.017500959577
173 192 13342.655999999999 28749.975320128928
174 186 12925.697999999999 27851.538591374898
175 190 13203.669999999998 28450.496410544252
176 195 13551.134999999998 29199.19368450594
177 188 13064.684 28151.017500959577
178 190 13203.669999999998 28450.496410544252
179 190 13203.669999999998 28450.496410544252
180 192 13342.655999999999 28749.975320128928
181 197 13690.121 29498.672594090618
182 191 13273.162999999999 28600.235865336588
183 190 13203.669999999998 28450.496410544252
184 193 13412.149 28899.714774921267
185 186 12925.697999999999 27851.538591374898
186 190 13203.669999999998 28450.496410544252
187 190 13203.669999999998 28450.496410544252
188 196 13620.627999999999 29348.933139298282
189 192 13342.655999999999 28749.975320128928
190 186 12925.697999999999 27851.538591374898
191 190 13203.669999999998 28450.496410544252
192 192 13342.655999999999 28749.975320128928
193 194 13481.642 29049.454229713607
194 189 13134.177 28300.756955751913
195 189 13134.177 28300.756955751913
196 185 12856.205 27701.799136582562
197 193 13412.149 28899.714774921267
198 184 12786.712 27552.059681790226
199 189 13134.177 28300.756955751913
200 190 13203.669999999998 28450.496410544252
